x,y,c
146.016,16.0073,4
179.052,49.0651,4
185.034,55.0132,3
246.062,116.051,1
177.044,47.0196,4
166.051,36.0339,4
149.065,19.0607,4
187.013,57.0304,3
205.032,75.0096,3
154.059,24.0165,4
257.054,127.012,1
225.019,95.0029,3
98.0097,368.044,2
189.05,59.0286,3
131.029,1.05873,4
273.03,143.024,1
135.019,5.02761,4
222.058,92.0522,3
121.009,391.016,2
201.013,71.0136,3
264.019,134.051,1
215.01,85.0282,3
112.029,382.018,2
265.052,135.059,1
128.019,398.012,2
221.011,91.0266,3
160.038,30.0584,4
61.0612,331.064,2
104.06,374.002,2
364.058,234.036,0
124.05,394.06,2
156.036,26.0106,4
280.011,150.051,1
83.006,353.009,2
107.021,377.002,2
213.054,83.0628,3
246.044,116.028,1
219.012,89.0243,3
78.0487,348.05,2
156.054,26.0196,4
278.039,148.036,1
218.055,88.0616,3
124.01,394.061,2
242.029,112.017,1
131.053,1.0334,4
101.006,371.005,2
158.063,28.0094,4
120.031,390.055,2
154.011,24.0292,4
247.008,117.05,1
110.034,380.021,2
137.001,7.00373,4
224.06,94.0146,3
243.053,113.011,1
107.014,377.02,2
304.033,174.007,0
150.032,20.0332,4
98.0437,368.02,2
112.008,382.062,2
88.0136,358.015,2
232.044,102.033,1
69.0578,339.046,2
139.016,9.02427,4
311.05,181.039,0
189.015,59.0102,3
145.035,15.0194,4
263.007,133.019,1
237.016,107.011,1
204.058,74.0493,3
218.009,88.0063,3
240.06,110.031,1
59.0582,329.039,2
243.021,113.019,1
305.015,175.018,0
229.055,99.0495,3
238.016,108.032,1
213.019,83.0035,3
291.032,161.033,0
177.065,47.0213,4
159.041,29.0413,4
316.011,186.012,0
196.046,66.0045,3
144.012,14.0028,4
255.063,125.061,1
163.04,33.0177,4
342.036,212.049,0
206.032,76.0023,3
271.029,141.014,1
282.063,152.014,1
248.001,118.046,1
221.022,91.0595,3
241.05,111.017,1
167.044,37.0591,4
142.063,12.0509,4
285.035,155.015,0
183.03,53.0308,3
219.065,89.0262,3
217.063,87.0613,3
58.0237,328.013,2
287.001,157.016,0
257.031,127.051,1
318.047,188.051,0
296.059,166.037,0
197.042,67.0597,3
220.01,90.0477,3
87.0294,357.024,2
154.004,24.016,4
240.045,110.047,1
91.0292,361.037,2
169.01,39.0507,4
208.063,78.0253,3
105.028,375.018,2
244.018,114.022,1
247.042,117.005,1
136.041,6.0312,4
213.022,83.0402,3
212.042,82.0048,3
238.048,108.051,1
161.02,31.0618,4
258.032,128.026,1
105.054,375.03,2
187.065,57.0532,3
249.046,119.031,1
218.02,88.0157,3
184.007,54.0257,3
169.055,39.0382,4
136.06,6.04478,4
216.065,86.0101,3
109.025,379.016,2
234.006,104.053,1
81.0059,351.013,2
318.027,188.027,0
227.017,97.0539,3
65.0076,335.002,2
122.055,392.065,2
222.005,92.0321,3
148.026,18.02,4
165.013,35.0062,4
162.001,32.0451,4
141.048,11.0527,4
248.021,118.041,1
79.0531,349.06,2
262.031,132.014,1
227.037,97.0308,3
288.056,158.011,0
95.0523,365.027,2
205.056,75.0595,3
138.059,8.01695,4
118.057,388.04,2
237.057,107.025,1
288.028,158.064,0
194.012,64.0282,3
175.007,45.0307,4
256.049,126.043,1
172.041,42.001,4
273.036,143.015,1
325.021,195.032,0
173.055,43.0604,4
292.059,162.055,0
210.062,80.0106,3
252.046,122.065,1
84.0277,354.06,2
350.053,220.059,0
205.011,75.0179,3
111.043,381.002,2
213.039,83.0641,3
199.042,69.0137,3
284.055,154.012,0
174.02,44.0353,4
156.035,26.0059,4
133.059,3.00563,4
229.019,99.0352,3
286.006,156.011,0
164.055,34,4
248.031,118.045,1
224.064,94.0033,3
231.045,101.035,1
263.056,133.063,1
210.028,80.0539,3
175.056,45.0277,4
182.053,52.0467,3
200.032,70.011,3
251.028,121.037,1
177.055,47.0492,4
257.05,127.036,1
93.0471,363.065,2
53.0404,323.043,2
142.006,12.0141,4
164.053,34.0005,4
136.055,6.04028,4
64.0199,334.051,2
169.004,39.0098,4
235.045,105.036,1
249.02,119.036,1
261.037,131.011,1
143.031,13.054,4
279.051,149.026,1
130.032,0.016158,4
200.065,70.0049,3
287.023,157.032,0
242,112.002,1
273.053,143.05,1
161.062,31.0088,4
104.013,374.038,2
283.004,153.029,1
211.009,81.0068,3
221.009,91.0371,3
215.05,85.0647,3
274.061,144.056,1
191.021,61.059,3
234.023,104.06,1
271.057,141.003,1
236.042,106,1
324.015,194.019,0
71.0381,341.034,2
189.028,59.0282,3
91.0388,361.005,2
159.045,29.0248,4
319.009,189.012,0
163.035,33.0023,4
221.014,91.0083,3
179.019,49.0326,4
269.012,139.034,1
212.022,82.0597,3
187.027,57.0245,3
314.06,184.016,0
174.059,44.0014,4
357.061,227.03,0
121.023,391.046,2
106.013,376.065,2
250.021,120.061,1
231.043,101.037,1
76.0317,346.029,2
212.046,82.018,3
137.026,7.01555,4
141.018,11.03,4
166.045,36.0002,4
143.014,13.0211,4
306.06,176.042,0
172.017,42.0261,4
157.007,27.0105,4
146.035,16.042,4
253.013,123.004,1
185.003,55.0315,3
213.009,83.063,3
245.051,115.028,1
233.065,103.011,1
89.0407,359.012,2
85.0197,355.035,2
155.049,25.0068,4
238.046,108.007,1
158.026,28.0289,4
201.019,71.0216,3
212.015,82.0276,3
148.057,18.0037,4
234.06,104.025,1
279.025,149.034,1
87.016,357.052,2
271.058,141.046,1
281.044,151.063,1
200.049,70.0394,3
241.017,111.058,1
219.056,89.0353,3
269.036,139.011,1
160.043,30.0356,4
106.017,376.037,2
73.0348,343.033,2
107.018,377.042,2
204.036,74.0503,3
194.01,64.05,3
160.033,30.0391,4
156.065,26.0352,4
61.012,331.001,2
292.044,162.057,0
205.003,75.0235,3
217.062,87.0285,3
382.05,252.058,0
142.062,12.0478,4
72.032,342.018,2
241.053,111.023,1
295.032,165.03,0
327.022,197.016,0
276.053,146.041,1
258.013,128.004,1
373.063,243.028,0
244.019,114.017,1
184.063,54.0213,3
208.012,78.0414,3
287.031,157.039,0
229.009,99.0193,3
189.006,59.0439,3
226.014,96.0322,3
230.062,100.036,3
94.0137,364.008,2
295.037,165.01,0
277.035,147.049,1
267.021,137.01,1
153.053,23.0229,4
223.039,93.0479,3
241.061,111.029,1
98.025,368.063,2
263.039,133.036,1
217.059,87.0075,3
255.044,125.053,1
263.031,133.038,1
220.046,90.0367,3
295.032,165.007,0
295.038,165.002,0
117.037,387.058,2
141.037,11.0591,4
65.045,335.003,2
202.006,72.062,3
202.042,72.03,3
321.015,191.041,0
196.065,66.0434,3
235.023,105.029,1
163.018,33.0384,4
305.043,175.058,0
261.021,131.014,1
215.047,85.058,3
225.064,95.0529,3
95.015,365.004,2
31.0413,301.037,2
109.036,379.041,2
145.042,15.0543,4
367.047,237.025,0
236.012,106.031,1
255.051,125.024,1
170.01,40.0124,4
144.002,14.0053,4
169.059,39.029,4
197.06,67.0058,3
174.004,44.0104,4
162.051,32.0547,4
261.023,131.052,1
135.015,5.04768,4
262.045,132.04,1
84.0297,354.06,2
165.041,35.0539,4
274.029,144.051,1
232.019,102.062,1
130.04,0.009804,4
300.063,170.01,0
207.017,77.0386,3
197.009,67.0158,3
241.034,111.056,1
225.054,95.0539,3
173.018,43.0648,4
146.028,16.0169,4
65.0058,335.013,2
260.005,130.037,1
98.0198,368.033,2
235.035,105.062,1
113.002,383.047,2
151.007,21.015,4
281.008,151.02,1
230.006,100.037,3
129.033,399.058,2
141.015,11.0402,4
267.013,137.046,1
202.048,72.0416,3
198.062,68.0652,3
126.048,396.056,2
49.0552,319.046,2
99.0396,369.015,2
171.034,41.0501,4
150.023,20.0147,4
200.053,70.065,3
202.062,72.0275,3
284.038,154.028,0
226.005,96.0121,3
341.029,211.038,0
206.019,76.0539,3
146.004,16.0128,4
189.029,59.0463,3
307.053,177.037,0
229.016,99.0382,3
144.04,14.0194,4
296.055,166.028,0
239.021,109,1
296.049,166.017,0
244.063,114.008,1
306.041,176.011,0
234.06,104.063,1
153.013,23.024,4
205.054,75.0085,3
132.044,2.04797,4
209.056,79.058,3
188.015,58.0463,3
214.025,84.0247,3
231.064,101.012,1
53.0252,323.008,2
122.033,392.036,2
297.057,167.006,0
263.028,133.057,1
294.019,164.018,0
308.01,178.026,0
345.014,215.034,0
176.046,46.0596,4
126.048,396.027,2
162.049,32.0592,4
164.037,34.0562,4
238.065,108.007,1
191.062,61.0468,3
244.037,114.009,1
148.004,18.0183,4
85.0021,355.019,2
233.061,103.051,1
72.0087,342.022,2
212.016,82.0053,3
220.042,90.0319,3
245.05,115.046,1
222.046,92.0459,3
203.012,73.0387,3
210.04,80.0502,3
182.05,52.0604,3
170.029,40.0001,4
167.052,37.0277,4
135.062,5.02139,4
175.005,45.0059,4
162.042,32.0016,4
184.016,54.0059,3
157.029,27.0161,4
255.042,125.04,1
171.056,41.0063,4
171.031,41.0088,4
203.02,73.0081,3
270.051,140.046,1
105.002,375.014,2
277.054,147.018,1
149.027,19.0216,4
188.036,58.0623,3
161.064,31.0353,4
92.0467,362.014,2
179.001,49.0464,4
77.0533,347.057,2
195.05,65.0215,3
172.048,42.0102,4
263.027,133.06,1
68.0343,338.051,2
145.055,15.0287,4
336.035,206.007,0
272.052,142.048,1
107.059,377.01,2
161.06,31.0039,4
329.017,199.035,0
230.064,100.005,3
104.014,374.01,2
37.0051,307.024,2
43.0569,313,2
238.006,108.031,1
303.04,173.003,0
137.035,7.00804,4
204.002,74.0518,3
294.029,164.019,0
157.063,27.0519,4
246,116.031,1
304.049,174.043,0
258.049,128.061,1
196.053,66.0502,3
202.041,72.0349,3
289.058,159.016,0
141.053,11.0597,4
202.001,72.046,3
189.06,59.0249,3
158.01,28.0512,4
172.02,42.019,4
60.0198,330.007,2
168.011,38.0432,4
267.025,137.006,1
317.001,187.004,0
125.014,395.052,2
226.021,96.0586,3
158.055,28.0026,4
250.061,120.039,1
121.059,391.023,2
181.01,51.0075,4
117.02,387.061,2
177.058,47.0487,4
276.058,146.038,1
280.022,150.037,1
172.057,42.0355,4
215.052,85.0549,3
249.046,119.018,1
229.05,99.0282,3
194.054,64.0496,3
183.036,53.0169,3
98.0034,368.061,2
306.007,176.065,0
211.065,81.0621,3
197.006,67.0221,3
317.052,187.01,0
143.036,13.0372,4
219.034,89.042,3
267.03,137.002,1
251.003,121.059,1
245.016,115.004,1
76.0549,346.007,2
292.037,162.024,0
169.01,39.0583,4
160.045,30.0149,4
180.019,50.0576,4
76.0035,346.045,2
223.019,93.0416,3
206.025,76.0521,3
175.06,45.0198,4
260.044,130.012,1
158.062,28.0107,4
63.0193,333.064,2
111.062,381.049,2
214.054,84.0248,3
268.035,138.017,1
144.055,14.0162,4
238.027,108.063,1
175.017,45.0187,4
161.005,31.0442,4
302.054,172.014,0
166.046,36.0512,4
261.006,131.038,1
163.022,33.0614,4
114.011,384.003,2
126.057,396.005,2
203.048,73.0035,3
143.01,13.0279,4
277.034,147.055,1
235.03,105.046,1
86.0135,356.003,2
241.053,111.062,1
214.001,84.0514,3
344.038,214.001,0
207.064,77.044,3
173.037,43.0048,4
185.059,55.0626,3
159.06,29.0534,4
67.0313,337.009,2
174.051,44.0516,4
152.051,22.0202,4
331.053,201.006,0
245.044,115.023,1
239.01,109.023,1
203.025,73.0068,3
182.03,52.0634,3
242.033,112.035,1
184.014,54.0252,3
202.038,72.0445,3
189.063,59.031,3
77.0104,347.058,2
238.059,108.036,1
262.055,132.036,1
150.058,20.0114,4
154.011,24.007,4
146.06,16.0236,4
281.009,151.004,1
221.024,91.0563,3
188.005,58.0342,3
264.013,134.002,1
271.024,141.015,1
173.062,43.0454,4
178.01,48.0137,4
154.042,24.0227,4
190.044,60.0227,3
203.064,73.0386,3
314.018,184.007,0
250.012,120.059,1
250.001,120.039,1
224.046,94.0469,3
138.002,8.01874,4
269.025,139.024,1
268.007,138.045,1
160.061,30.0239,4
140.036,10.0408,4
29.0381,299.037,2
264.039,134.016,1
165.041,35.0405,4
67.0593,337.049,2
219.005,89.0202,3
280.064,150.045,1
251.052,121.035,1
239.049,109.06,1
135.052,5.03765,4
192.039,62.0228,3
158.042,28.0499,4
168.043,38.0102,4
93.0408,363.025,2
149.052,19.0381,4
158.049,28.0588,4
257.034,127.057,1
118.015,388.022,2
245.008,115.058,1
160.057,30.0563,4
236.044,106.051,1
281.008,151.05,1
366.006,236.007,0
205.032,75.0105,3
195.045,65.0537,3
275.005,145.065,1
188.057,58.0473,3
40.0155,310.06,2
260.013,130.026,1
168.035,38.0094,4
163.056,33.0152,4
149.063,19.0557,4
185.001,55.0157,3
146.017,16.023,4
144.017,14.0339,4
67.0571,337.047,2
138.019,8.0298,4
243.037,113.033,1
201.053,71.0434,3
231.001,101.057,1
163.049,33.0559,4
161.054,31.0549,4
275.033,145.024,1
264.022,134.058,1
124.011,394.032,2
223.063,93.0557,3
199.055,69.015,3
239.044,109.036,1
220.034,90.0629,3
160.034,30.0365,4
84.0584,354.022,2
187.043,57.0322,3
257.025,127.063,1
341.065,211.065,0
42.0313,312.001,2
203.024,73.0228,3
172.061,42.008,4
266.054,136.025,1
198.062,68.049,3
208.011,78.0173,3
98.017,368.015,2
174.022,44.0332,4
176.029,46.024,4
158.064,28.0024,4
215.048,85.0093,3
206.011,76.0091,3
144.053,14.0221,4
99.0106,369.02,2
86.0103,356.006,2
277.018,147.04,1
282.017,152.04,1
211.038,81.0307,3
246.027,116.024,1
232.033,102.053,1
99.041,369.012,2
240.026,110.026,1
345.008,215.022,0
282.011,152.014,1
88.0575,358.045,2
177.006,47.0608,4
256.032,126.021,1
111.016,381.055,2
186.064,56.0279,3
273.02,143.058,1
243.013,113.057,1
167.014,37.0652,4
217.03,87.0395,3
162.049,32.002,4
258.02,128.036,1
205.027,75.0319,3
214.024,84.0593,3
218.013,88.0081,3
243.016,113.065,1
261.041,131.033,1
250.01,120.037,1
236.022,106.012,1
277.028,147.064,1
199.014,69.0166,3
176.057,46.0303,4
71.0035,341.028,2
159.02,29.0022,4
221.001,91.0243,3
258.058,128.004,1
188.015,58.0398,3
126.035,396.024,2
228.055,98.022,3
222.043,92.0111,3
180.021,50.0435,4
279.044,149.024,1
118.009,388.039,2
123.025,393.048,2
110.019,380.061,2
207.06,77.012,3
197.037,67.0121,3
248.051,118.021,1
208.029,78.0233,3
123.019,393.042,2
326.062,196.055,0
148.004,18.0624,4
122.036,392.023,2
157.038,27.0548,4
148.02,18.0066,4
297.06,167.017,0
222.01,92.0244,3
185.061,55.0197,3
204.061,74.0527,3
309.009,179.025,0
190.049,60.0201,3
196.053,66.0058,3
182.02,52.0596,3
46.0104,316.064,2
237.044,107.011,1
225.052,95.0394,3
214.053,84.0459,3
142.043,12.0126,4
145.038,15.0527,4
166.024,36.0589,4
216.015,86.0445,3
218.06,88.0378,3
256.047,126.038,1
335.049,205.047,0
166.036,36.0492,4
253.047,123.013,1
77.0572,347.014,2
172.018,42.034,4
314.039,184.034,0
265.057,135.034,1
164.013,34.0151,4
230.006,100.019,3
213.037,83.0496,3
237.045,107.049,1
262.034,132.047,1
273.002,143.06,1
252.027,122.028,1
238.065,108.046,1
293.058,163.027,0
108.059,378.019,2
341.031,211.049,0
120.032,390.03,2
262.014,132.013,1
159.039,29.0348,4
163.017,33.0139,4
165.038,35.0188,4
161.049,31.0397,4
111.06,381.005,2
291.058,161.042,0
206.061,76.0457,3
45.0025,315.056,2
309.048,179.019,0
182.039,52.031,3
171.027,41.0296,4
211.017,81.0364,3
221.002,91.0623,3
304.045,174.004,0
187.011,57.0015,3
155.052,25.0133,4
224.003,94.0639,3
171.025,41.0414,4
104.063,374.056,2
224.024,94.0559,3
338.019,208.056,0
226.043,96.0072,3
167.009,37.0168,4
212.017,82.0526,3
277.032,147.062,1
211.005,81.0028,3
245.042,115.062,1
203.024,73.0092,3
211.031,81.0325,3
206.013,76.0181,3
145.01,15.0323,4
268.008,138.027,1
132.037,2.0037,4
235.057,105.01,1
202.009,72.0091,3
146.035,16.0555,4
173.018,43.0451,4
226.042,96.0246,3
221.028,91.0576,3
195.057,65.0528,3
253.062,123,1
258.016,128.049,1
162.048,32.0446,4
148.043,18.0326,4
232.065,102.007,1
201.04,71.0369,3
104.056,374.013,2
218.022,88.0047,3
161.048,31.0592,4
193.063,63.0146,3
151.057,21.0303,4
50.0153,320.038,2
198.055,68.0188,3
255.063,125.026,1
212.038,82.0198,3
139.011,9.036,4
176.017,46.0164,4
155.009,25.0611,4
103.037,373.036,2
73.0406,343.065,2
147.048,17.0618,4
190.048,60.0006,3
241.063,111.019,1
194.01,64.0177,3
204.031,74.008,3
289.057,159.041,0
207.065,77.0391,3
226.061,96.0005,3
166.045,36.0411,4
212.046,82.0153,3
371.02,241.04,0
258.01,128.065,1
150.055,20.0491,4
221.065,91.0613,3
265.011,135.064,1
145.05,15.0554,4
256.057,126.044,1
205.004,75.0611,3
135.054,5.05347,4
250.004,120.051,1
264.058,134.024,1
196.018,66.0569,3
331.039,201.055,0
215.048,85.0525,3
203,73.0321,3
191.031,61.0187,3
189.04,59.0197,3
265.034,135.011,1
98.0131,368.025,2
129.055,399.03,2
146.005,16.0585,4
98.0504,368.06,2
179.036,49.0058,4
233.028,103.012,1
296.045,166.048,0
268.02,138.056,1
168.006,38.0583,4
131.062,1.02689,4
257.03,127.004,1
254.024,124.014,1
223.019,93.0019,3
206.061,76.0445,3
78.0054,348.023,2
352.051,222.065,0
265.05,135.028,1
155.004,25.0548,4
109.039,379.057,2
151.031,21.0358,4
167.041,37.0392,4
144.031,14.0315,4
260.002,130.002,1
155.061,25.0025,4
163.002,33.008,4
176.017,46.0027,4
245.017,115.051,1
135.021,5.05852,4
146.016,16.0218,4
196.024,66.0355,3
266.013,136.016,1
144.022,14.0074,4
59.043,329.007,2
302.06,172.025,0
307.01,177.011,0
173,43.0235,4
175.035,45.0557,4
176.02,46.0452,4
171.061,41.0491,4
225.061,95.0003,3
123.015,393.015,2
177.05,47.0107,4
264.064,134.016,1
222.057,92.0417,3
122.03,392.065,2
33.0208,303.021,2
262.043,132.007,1
199.033,69.0439,3
205.037,75.0089,3
168.011,38.0431,4
229.037,99.0491,3
286.05,156.004,0
265.002,135.017,1
152.065,22.0108,4
131.019,1.0048,4
236.013,106.022,1
148.046,18.0419,4
190.051,60.007,3
190.008,60.0289,3
229.006,99.0175,3
154.022,24.0416,4
236.002,106.007,1
264.045,134.046,1
98.0371,368.009,2
105.033,375.023,2
137.036,7.05511,4
269.026,139.027,1
252.038,122.019,1
177.006,47.039,4
167.009,37.003,4
159.015,29.0243,4
324.045,194.023,0
206.046,76.0448,3
203.06,73.0293,3
322.008,192.014,0
208.002,78.0274,3
281.054,151.036,1
187.008,57.0594,3
83.0229,353.034,2
238.058,108.009,1
155.042,25.0118,4
158.029,28.065,4
133.017,3.05198,4
280.046,150.026,1
292.041,162.034,0
287.03,157.038,0
353.02,223.018,0
147.027,17.0602,4
56.0335,326.005,2
161.044,31.0207,4
158.038,28.018,4
158.044,28.0226,4
106.02,376.011,2
191.004,61.0018,3
286.055,156.054,0
207.06,77.0158,3
176.008,46.0186,4
176.023,46.0253,4
263.005,133.031,1
254.057,124.014,1
207.024,77.0097,3
117.023,387.028,2
60.0634,330.046,2
313.038,183.018,0
259.021,129.036,1
291.063,161.047,0
177.04,47.0216,4
204.002,74.0489,3
341.02,211.046,0
254.051,124.021,1
152.055,22.0495,4
135.02,5.0515,4
170.058,40.0044,4
162.033,32.0539,4
126.032,396.002,2
142.027,12.0006,4
235.043,105.043,1
198.029,68.0628,3
64.046,334,2
181.035,51.0525,4
301.001,171.021,0
165.046,35.0533,4
172.012,42.0052,4
185.017,55.0372,3
192.029,62.0431,3
122.015,392.035,2
203.052,73.0221,3
135.061,5.04518,4
102.028,372.018,2
256.027,126.062,1
190.005,60.0044,3
266.018,136.009,1
259.018,129.051,1
248.008,118.041,1
51.0307,321.061,2
149.061,19.0593,4
93.0626,363.051,2
187.026,57.0194,3
339.022,209.021,0
154.042,24.0536,4
250.005,120.027,1
227.06,97.0393,3
119.015,389.038,2
165.065,35.0172,4
248.046,118.033,1
53.0268,323.034,2
244.048,114.021,1
115.007,385.062,2
165.014,35.0285,4
263.011,133.012,1
254.063,124.05,1
201.05,71.0501,3
170.054,40.0618,4
254.04,124.042,1
171.04,41.0641,4
197.044,67.0253,3
201.019,71.0511,3
203.034,73.0634,3
230.005,100.035,3
110.001,380.001,2
166.055,36.0567,4
134.017,4.05422,4
167.061,37.0452,4
254.019,124.036,1
110.034,380.015,2
189.019,59.0058,3
253.06,123.021,1
61.0259,331.011,2
136.029,6.00449,4
193.044,63.0281,3
213.019,83.0135,3
273.012,143.055,1
294.038,164.038,0
385.026,255.059,0
114.065,384.023,2
295.065,165.032,0
188.001,58.0275,3
285.043,155.057,0
228.006,98.0217,3
163.005,33.0463,4
251.007,121.004,1
291.041,161.05,0
179.03,49.0051,4
225.044,95.0232,3
308.037,178.014,0
254.006,124.046,1
260.047,130.027,1
79.0191,349.018,2
323.046,193.011,0
211.01,81.0536,3
199.041,69.0206,3
118.024,388.001,2
250.018,120.055,1
198.057,68.0495,3
280.053,150.045,1
236.035,106.034,1
239.035,109.044,1
257.027,127.06,1
247.026,117.013,1
173.063,43.0495,4
121.044,391.051,2
205.014,75.0153,3
233.04,103.024,1
196.037,66.0034,3
198.033,68.0032,3
257.016,127.036,1
211.064,81.0635,3
232.011,102.041,1
106.019,376.06,2
299.015,169,0
149.019,19.0382,4
150.046,20.0233,4
91.0591,361.012,2
333.03,203.057,0
162.033,32.0385,4
172.012,42.0577,4
192.056,62.0072,3
232.05,102.055,1
216.028,86.0119,3
94.0033,364.046,2
186.048,56.0262,3
151.034,21.047,4
129.047,399.008,2
242.002,112.051,1
113.013,383.01,2
247.046,117.054,1
330.035,200.016,0
312.042,182.038,0
156.036,26.0481,4
221.049,91.0546,3
132.057,2.06454,4
190.061,60.0059,3
241.035,111,1
119.026,389.047,2
109.039,379.031,2
161.02,31.0449,4
89.0549,359.042,2
244.048,114.065,1
208.03,78.062,3
268.017,138.01,1
143.029,13.021,4
107.034,377.031,2
251.048,121.027,1
289.028,159.029,0
182.064,52.0613,3
93.0015,363.018,2
194.015,64.0654,3
203.032,73.0275,3
253.023,123.021,1
211.016,81.049,3
155.057,25.0245,4
218.032,88.0127,3
23.0502,293.001,2
205.014,75.0285,3
230.006,100,3
170.058,40.039,4
226.037,96.0651,3
150.042,20.0347,4
153.036,23.023,4
125.022,395.053,2
117.036,387.034,2
137.018,7.01341,4
183.014,53.0118,3
141.061,11.0255,4
168.061,38.0345,4
92.0339,362.052,2
88.0436,358.038,2
203.029,73.0655,3
245.053,115.009,1
149.02,19.0531,4
120.006,390.023,2
319.05,189.051,0
135.065,5.01002,4
252.027,122.015,1
334.029,204.064,0
132.052,2.00328,4
191.028,61.0563,3
182.026,52.0297,3
316.047,186.006,0
161.01,31.0535,4
131.047,1.01581,4
233.003,103.002,1
250.02,120.028,1
205.046,75.0163,3
172.026,42.0338,4
163.002,33.0579,4
85.0538,355.038,2
220.039,90.0058,3
267.057,137.047,1
102.002,372.049,2
228.062,98.0551,3
176.03,46.0517,4
159.018,29.0364,4
225.044,95.0027,3
258.011,128.023,1
119.063,389.041,2
129.052,399.054,2
217.056,87.0156,3
186.025,56.0654,3
115.042,385.018,2
57.0608,327.014,2
243.04,113.049,1
258.058,128.056,1
224.003,94.0299,3
124.058,394.009,2
275.014,145.038,1
235.004,105.018,1
114.024,384.05,2
191.009,61.0643,3
202.023,72.0302,3
146.059,16.0478,4
199.005,69.0443,3
154.042,24.0622,4
246.046,116.01,1
77.0062,347.007,2
99.0264,369.026,2
242.035,112.022,1
125.001,395.008,2
148.026,18.002,4
244.048,114.008,1
229.006,99.0606,3
304.045,174.05,0
184.032,54.0242,3
284.059,154.04,0
137.015,7.05547,4
169.018,39.065,4
147.025,17.0106,4
53.0181,323.036,2
138.002,8.00721,4
114.042,384.049,2
131.031,1.02792,4
290.007,160.052,0
112.063,382.038,2
201.034,71.0437,3
193.02,63.0442,3
92.0207,362.03,2
218.043,88.0143,3
295.048,165.017,0
143.061,13.0078,4
255.057,125.045,1
200.05,70.0505,3
216.023,86.0015,3
258.041,128.056,1
190.028,60.0244,3
265.053,135.016,1
199.042,69.0344,3
241.051,111.033,1
206.055,76.0134,3
101.02,371.057,2
262.022,132.021,1
317.045,187.009,0
106.04,376.053,2
263.05,133.025,1
165.054,35.0148,4
49.0339,319.028,2
241.041,111.058,1
267.047,137.055,1
41.0118,311.023,2
219.027,89.0216,3
158.034,28.0427,4
186.042,56.017,3
200.003,70.058,3
305.051,175.057,0
320.044,190.056,0
110.061,380.055,2
168.006,38.0386,4
242.009,112.041,1
213.038,83.0178,3
181.021,51.0337,4
64.0104,334.024,2
87.0645,357.011,2
146.003,16.0289,4
269.047,139.01,1
96.0379,366.033,2
185.041,55.0318,3
235.05,105.003,1
217.061,87.0405,3
260.017,130.026,1
179.002,49.0026,4
172.056,42.0143,4
292.01,162.03,0
216.029,86.0552,3
272.064,142.017,1
163.028,33.0356,4
126.058,396.004,2
303.012,173.013,0
200.005,70.0207,3
224.044,94.0491,3
177.05,47.0277,4
60.0107,330.003,2
361.042,231.044,0
288.042,158.014,0
164.037,34.0575,4
116.014,386.008,2
322.018,192.042,0
134.047,4.05264,4
130.01,0.037255,4
115.039,385.044,2
290.04,160.007,0
153.044,23.0453,4
19.0266,289.024,2
278.013,148.027,1
183.053,53.0596,3
143.048,13.0111,4
101.011,371.033,2
135.059,5.05884,4
196.034,66.047,3
153.063,23.0396,4
252.048,122.018,1
214.062,84.0612,3
156.044,26.0299,4
106.056,376.001,2
123.048,393.028,2
185.06,55.0095,3
93.0585,363.02,2
286.012,156.065,0
136.002,6.01204,4
121.059,391.008,2
213.053,83.0124,3
289.013,159.055,0
192.013,62.0632,3
243.046,113.042,1
214.027,84.0036,3
157.06,27.018,4
160.052,30.0173,4
275.013,145.053,1
200.008,70.0285,3
303.011,173.063,0
262.012,132.02,1
216.032,86.0124,3
304.022,174.005,0
149.018,19.0492,4
301.063,171.02,0
151.064,21.0175,4
187.04,57.0414,3
257.056,127.034,1
233.004,103.043,1
122.061,392.056,2
202.054,72.0476,3
230.013,100.047,3
294.064,164.007,0
159.064,29.0122,4
201.041,71.0544,3
188.057,58.0134,3
220.001,90.0012,3
152.04,22.0554,4
176.033,46.0522,4
268.047,138.006,1
280.016,150.007,1
146.04,16.0548,4
101.001,371.001,2
326.025,196.022,0
228.038,98.0173,3
126.065,396.024,2
172.061,42.0304,4
231.063,101.042,1
252.021,122.028,1
222.005,92.0135,3
166.036,36.0142,4
288.039,158.044,0
229.056,99.0341,3
137.03,7.03927,4
237.019,107.005,1
289.058,159.05,0
225.037,95.0062,3
197.005,67.0152,3
253.019,123.031,1
157.026,27.0436,4
235.007,105.058,1
175.06,45.0429,4
256.061,126.05,1
235.065,105.053,1
232.026,102.048,1
322.042,192.006,0
173.065,43.0371,4
216.031,86.0251,3
119.013,389.029,2
322.035,192.046,0
268.015,138.053,1
259.046,129.066,1
106.007,376.03,2
178.023,48.037,4
32.0415,302.038,2
260.034,130.059,1
185.018,55.0382,3
241.059,111.005,1
150.019,20.0612,4
238.045,108.057,1
180.011,50.0042,4
209.053,79.0283,3
142.001,12.0203,4
106.007,376.02,2
192.017,62.0433,3
78.0236,348.031,2
82.0556,352.016,2
110.055,380.019,2
59.0192,329.043,2
178.037,48.0636,4
167.023,37.0263,4
276.029,146.019,1
197.052,67.0615,3
272.056,142.014,1
274.009,144.011,1
176.012,46.0064,4
155.052,25.0303,4
236.01,106.032,1
314.001,184.026,0
146.052,16.0118,4
306.05,176.057,0
127.06,397.04,2
259.06,129.002,1
149.042,19.0129,4
257.045,127,1
